generic_name,brand_names,strength,dosage_form,manufacturer,packageMark,indication,contraindication,side_effects
Amino Acid + D-Sorbitol + Electrolytes,Clinosol Vit,5%,IV Infusion,Opsonin Pharma Ltd.,clinosol-vitiv-infusion5,,,
Amino Acid + D-Sorbitol + Electrolytes,Clinosol IV,5%,IV Infusion,Opsonin Pharma Ltd.,clinosol-iviv-infusion5,,,
Amino Acid + D-Sorbitol + Electrolytes,Esamin,5%,IV Infusion,Monicopharma Ltd.,esaminiv-infusion5,,,
Amino Acid + D-Sorbitol + Electrolytes,Nutrimin,5%,IV Infusion,Beximco Pharmaceuticals Ltd.,nutriminiv-infusion5,,,
Amino Acid + D-Sorbitol + Electrolytes,Nutrilive,5%,IV Infusion,Healthcare Pharmaceuticals Ltd.,nutriliveiv-infusion5,,,
Amino Acid + D-Sorbitol + Electrolytes,Powersol,5%,IV Infusion,General Pharmaceuticals Ltd.,powersoliv-infusion5,,,
Amino Acid + D-Sorbitol + Electrolytes,Proliv,5%,IV Infusion,Orion Infusion Ltd.,proliviv-infusion5,,,
Amino Acid + D-Sorbitol + Electrolytes,Prosol,5%,IV Infusion,Incepta Pharmaceuticals Ltd.,prosoliv-infusion5,,,
Amino Acid + D-Sorbitol + Electrolytes,Protemin,5%,IV Infusion,Renata Limited,proteminiv-infusion5,,,
Amino Acid + D-Sorbitol + Electrolytes,Protinex,5%,IV Infusion,Eskayef Pharmaceuticals Ltd.,protinexiv-infusion5,,,
Amino Acid + D-Sorbitol + Electrolytes,Repotyn,5%,IV Infusion,ACI Limited,repotyniv-infusion5,,,
Amino Acid + D-Sorbitol + Electrolytes,Vigosol,5%,IV Infusion,Square Pharmaceuticals Ltd.,vigosoliv-infusion5,,,
Amino Acid + D-Sorbitol + Electrolytes,Xemocid,5%,IV Infusion,Beacon Pharmaceuticals Ltd.,xemocidiv-infusion5,,,
Amino Acid + Dextrose + Eloctrolytes,Protinex Ultra,7%+10%,IV Infusion,Eskayef Pharmaceuticals Ltd.,protinex-ultraiv-infusion710,,,
Amino Acid + Glucose + Electrolytes,Aminosol Gold,7%+10%,IV Infusion,Opso Saline Ltd.,aminosol-goldiv-infusion710,,,
Amino Acid + Glucose + Electrolytes,Aminosin Plus,7%+10%,IV Infusion,Ibn Sina Pharmaceuticals Ltd.,aminosin-plusiv-infusion710,,,
Amino Acid + Glucose + Electrolytes,Aminomax Gold,7%+10%,IV Infusion,Globe Pharmaceuticals Ltd.,aminomax-goldiv-infusion710,,,
Amino Acid + Glucose + Electrolytes,Amisol Gold,7%+10%,IV Infusion,Popular Pharmaceuticals Ltd.,amisol-goldiv-infusion710,,,
Amino Acid + Glucose + Electrolytes,Clinosol Gold,7%+10%,IV Infusion,Opsonin Pharma Ltd.,clinosol-goldiv-infusion710,,,
Amino Acid + Glucose + Electrolytes,Nutrimin-D,7%+10%,IV Infusion,Beximco Pharmaceuticals Ltd.,nutrimin-div-infusion710,,,
Amino Acid + Glucose + Electrolytes,Proliv Plus,7%+10%,IV Infusion,Orion Infusion Ltd.,proliv-plusiv-infusion710,,,
Amino Acid + Glucose + Electrolytes,Protinex Gold,7%+10%,IV Infusion,Eskayef Pharmaceuticals Ltd.,protinex-goldiv-infusion710,,,
Amino Acid + Glucose + Electrolytes,Repotyn Max,7%+10%,IV Infusion,ACI Limited,repotyn-maxiv-infusion710,,,
Amino Acid + Glucose + Electrolytes,Xemocid Gold,7%+10%,IV Infusion,Beacon Pharmaceuticals Ltd.,xemocid-goldiv-infusion710,,,
Amino Acid Keto Analogues,Ketoalfa,600 mg,Tablet,Healthcare Pharmaceuticals Ltd.,ketoalfatablet600-mg,,,
Aminocaproic acid,Caprolycin,2 gm/10 ml,Injection,Pacific Pharmaceuticals Ltd.,caprolycininjection2-gm10-ml,,,
Aminocaproic acid,Caprolex,1 gm/5 ml,Injection,Techno Drugs Ltd.,caprolexinjection1-gm5-ml,,,
Aminocaproic acid,Caprolex,2 gm/10 ml,Injection,Techno Drugs Ltd.,caprolexinjection2-gm10-ml,,,
Aminocaproic acid,E-capro,1 gm/5 ml,Injection,Edruc Limited,e-caproinjection1-gm5-ml,,,
Aminocaproic acid,Hemosin,1 gm/5 ml,Injection,Chemist Laboratories  Ltd.,hemosininjection1-gm5-ml,,,
Aminophylline,Aminophylline,100 mg,Tablet,Ambee Pharmaceuticals Ltd.,aminophyllinetablet100-mg,,,
Aminophylline,Aminophylline,125 mg/5 ml,IV Injection,Ambee Pharmaceuticals Ltd.,aminophyllineiv-injection125-mg5-ml,,,
Aminophylline,Aminophylline,100 mg,Tablet,Bristol Pharmaceuticals Ltd.,aminophyllinetablet100-mg,,,
Aminophylline,Filin,125 mg/5 ml,IV Injection,Opsonin Pharma Ltd.,filiniv-injection125-mg5-ml,,,
Aminophylline,Filin,100 mg,Tablet,Opsonin Pharma Ltd.,filintablet100-mg,,,
Aminophylline,Indophyllin,100 mg,Tablet,Indo Bangla Pharmaceutical,indophyllintablet100-mg,,,
Aminophylline,Larnox LA,350 mg,Retard Tablet,Beximco Pharmaceuticals Ltd.,larnox-laretard-tablet350-mg,,,
Aminophylline,Minomal SR,600 mg,Tablet (Sustained Release),Pacific Pharmaceuticals Ltd.,minomal-srtablet-sustained-release600-mg,,,
Aminophylline,Minomal R,175 mg,Retard Tablet,Pacific Pharmaceuticals Ltd.,minomal-rretard-tablet175-mg,,,
Aminophylline,Minomal R,350 mg,Retard Tablet,Pacific Pharmaceuticals Ltd.,minomal-rretard-tablet350-mg,,,
Amiodarone Hydrochloride,Amiodarone Hameln,150 mg/3 ml,IV Injection,"Hamlen Pharmaceuticals, Germany",amiodarone-hamelniv-injection150-mg3-ml,,,
Amiodarone Hydrochloride,Cardiron,200 mg,Tablet,Drug International Ltd.,cardirontablet200-mg,,,
Amiodarone Hydrochloride,Cordarone,100 mg,Tablet,Synovia pharma plc,cordaronetablet100-mg,,,
Amiodarone Hydrochloride,Cordarone,200 mg,Tablet,Synovia pharma plc,cordaronetablet200-mg,,,
Amiodarone Hydrochloride,Pacet,100 mg,Tablet,Beximco Pharmaceuticals Ltd.,pacettablet100-mg,,,
Amiodarone Hydrochloride,Pacet,200 mg,Tablet,Beximco Pharmaceuticals Ltd.,pacettablet200-mg,,,
Amisulpride,Amipride,50 mg,Tablet,Beacon Pharmaceuticals Ltd.,amipridetablet50-mg,,,
Amisulpride,Amipride,100 mg,Tablet,Beacon Pharmaceuticals Ltd.,amipridetablet100-mg,,,
Amisulpride,Amipride,200 mg,Tablet,Beacon Pharmaceuticals Ltd.,amipridetablet200-mg,,,
Amisulpride,Amisure,5 mg/2 ml,IV Infusion,ACME Laboratories Ltd.,amisureiv-infusion5-mg2-ml,,,
Amitriptyline Hydrochloride,Amilin,25 mg,Tablet,Opsonin Pharma Ltd.,amilintablet25-mg,,,
Amitriptyline Hydrochloride,Amilin,10 mg,Tablet,Opsonin Pharma Ltd.,amilintablet10-mg,,,
Amitriptyline Hydrochloride,Amitip,10 mg,Tablet,Pacific Pharmaceuticals Ltd.,amitiptablet10-mg,,,
Amitriptyline Hydrochloride,Amitip,25 mg,Tablet,Pacific Pharmaceuticals Ltd.,amitiptablet25-mg,,,
Amitriptyline Hydrochloride,Amit,10 mg,Tablet,General Pharmaceuticals Ltd.,amittablet10-mg,,,
Amitriptyline Hydrochloride,Amit,25 mg,Tablet,General Pharmaceuticals Ltd.,amittablet25-mg,,,
Amitriptyline Hydrochloride,Amtylin,10 mg,Tablet,Edruc Limited,amtylintablet10-mg,,,
Amitriptyline Hydrochloride,Amtylin,25 mg,Tablet,Edruc Limited,amtylintablet25-mg,,,
Amitriptyline Hydrochloride,Reptylin,25 mg,Tablet,Innovative Pharma (Albion),reptylintablet25-mg,,,
Amitriptyline Hydrochloride,Reptylin,10 mg,Tablet,Innovative Pharma (Albion),reptylintablet10-mg,,,
Amitriptyline Hydrochloride,Trip,10 mg,Tablet,Medicon Pharmaceuticals Ltd.,triptablet10-mg,,,
Amitriptyline Hydrochloride,Tryptin,25 mg,Tablet,Square Pharmaceuticals Ltd.,tryptintablet25-mg,,,
Amitriptyline Hydrochloride,Tryptin,10 mg,Tablet,Square Pharmaceuticals Ltd.,tryptintablet10-mg,,,
Amitriptyline Hydrochloride + Chlordiazepoxide,Amiclo,12.5 mg+5 mg,Tablet,Popular Pharmaceuticals Ltd.,amiclotablet125-mg5-mg,,,
Amitriptyline Hydrochloride + Chlordiazepoxide,Amilin Plus,12.5 mg+5 mg,Tablet,Opsonin Pharma Ltd.,amilin-plustablet125-mg5-mg,,,
Amitriptyline Hydrochloride + Chlordiazepoxide,Emijoy,12.5 mg+5 mg,Tablet,Beximco Pharmaceuticals Ltd.,emijoytablet125-mg5-mg,,,
Amitriptyline Hydrochloride + Chlordiazepoxide,Limitrol,12.5 mg+5 mg,Tablet,Ziska Pharmaceuticals Ltd.,limitroltablet125-mg5-mg,,,
Amitriptyline Hydrochloride + Chlordiazepoxide,Limbix,12.5 mg+5 mg,Tablet,ACME Laboratories Ltd.,limbixtablet125-mg5-mg,,,
Amitriptyline Hydrochloride + Chlordiazepoxide,Reelife,12.5 mg+5 mg,Tablet,Eskayef Pharmaceuticals Ltd.,reelifetablet125-mg5-mg,,,
Amlexanox,Amlex,5%,Oral Paste,ACI Limited,amlexoral-paste5,,,
Amlexanox,Apsol,5%,Oral Paste,Square Pharmaceuticals Ltd.,apsoloral-paste5,,,
Amlexanox,Rupsol,5%,Oral Paste,Drug International Ltd.,rupsoloral-paste5,,,
Amlexanox,Sorex,5%,Oral Paste,Eskayef Pharmaceuticals Ltd.,sorexoral-paste5,,,
Amlodipine Besilate,Alopin,5 mg,Tablet,Silco Pharmaceutical Ltd.,alopintablet5-mg,,,
Amlodipine Besilate,Amdoper,5 mg,Tablet,Hallmark Pharmaceuticals Ltd.,amdopertablet5-mg,,,
Amlodipine Besilate,Amdocal,10 mg,Tablet,Beximco Pharmaceuticals Ltd.,amdocaltablet10-mg,,,
Amlodipine Besilate,Amdocal,5 mg,Tablet,Beximco Pharmaceuticals Ltd.,amdocaltablet5-mg,,,
Amlodipine Besilate,Amdin,5 mg,Tablet,Alco Pharma Ltd.,amdintablet5-mg,,,
Amlodipine Besilate,Amdin,10 mg,Tablet,Alco Pharma Ltd.,amdintablet10-mg,,,
Amlodipine Besilate,Amlotab,10 mg,Tablet,Incepta Pharmaceuticals Ltd.,amlotabtablet10-mg,,,
Amlodipine Besilate,Amlosun,5 mg,Tablet,Sun Pharmaceutical Ltd.,amlosuntablet5-mg,,,
Amlodipine Besilate,Amlosin,5 mg,Tablet,Doctor’s Chemical Works Ltd.,amlosintablet5-mg,,,
Amlodipine Besilate,Amlopin,5 mg,Tablet,ACME Laboratories Ltd.,amlopintablet5-mg,,,
Amlodipine Besilate,Amlopin,10 mg,Tablet,ACME Laboratories Ltd.,amlopintablet10-mg,,,
Amlodipine Besilate,Amlohil,10 mg,Tablet,Goodman Pharmaceuticals Ltd.,amlohiltablet10-mg,,,
Amlodipine Besilate,Amlohil,5 mg,Tablet,Goodman Pharmaceuticals Ltd.,amlohiltablet5-mg,,,
Amlodipine Besilate,Amlocard,10 mg,Tablet,Drug International Ltd.,amlocardtablet10-mg,,,
Amlodipine Besilate,Amlocard,5 mg,Tablet,Drug International Ltd.,amlocardtablet5-mg,,,
Amlodipine Besilate,Amlo,5 mg,Tablet,Pharmadesh Laboratories Ltd.,amlotablet5-mg,,,
Amlodipine Besilate,Amocal,5 mg,Tablet,Opsonin Pharma Ltd.,amocaltablet5-mg,,,
Amlodipine Besilate,Amocal,10 mg,Tablet,Opsonin Pharma Ltd.,amocaltablet10-mg,,,
Amlodipine Besilate,Amlovas,10 mg,Tablet,Popular Pharmaceuticals Ltd.,amlovastablet10-mg,,,
Amlodipine Besilate,Amlovas,5 mg,Tablet,Popular Pharmaceuticals Ltd.,amlovastablet5-mg,,,
Amlodipine Besilate,Amlotab,5 mg,Tablet,Incepta Pharmaceuticals Ltd.,amlotabtablet5-mg,,,
Amlodipine Besilate,Amtinol,5 mg,Tablet,Euro Pharma Ltd.,amtinoltablet5-mg,,,
Amlodipine Besilate,Ampress,5 mg,Tablet,Benham Pharmaceuticals Ltd.,ampresstablet5-mg,,,
Amlodipine Besilate,Ampre,5 mg,Tablet,Kumudini Pharma Ltd.,ampretablet5-mg,,,
Amlodipine Besilate,Ampil,5 mg,Tablet,The White Horse Pharma,ampiltablet5-mg,,,
Amlodipine Besilate,Acudipin,5 mg,Tablet,Concord Pharmaceuticals Ltd.,acudipintablet5-mg,,,
Amlodipine Besilate,Cab,5 mg,Tablet,ACI Limited,cabtablet5-mg,,,
Amlodipine Besilate,Calchek,5 mg,Tablet,General Pharmaceuticals Ltd.,calchektablet5-mg,,,
Amlodipine Besilate,Calpress,10 mg,Tablet,Asiatic Laboratories Ltd.,calpresstablet10-mg,,,
Amlodipine Besilate,Calpress,5 mg,Tablet,Asiatic Laboratories Ltd.,calpresstablet5-mg,,,
Amlodipine Besilate,Calpin,5 mg,Tablet,Globe Pharmaceuticals Ltd.,calpintablet5-mg,,,
Amlodipine Besilate,Calock,10 mg,Tablet,Medimet Pharmaceuticals Ltd.,calocktablet10-mg,,,
Amlodipine Besilate,Calock,5 mg,Tablet,Medimet Pharmaceuticals Ltd.,calocktablet5-mg,,,
Amlodipine Besilate,Camlodin,5 mg,Tablet,Square Pharmaceuticals Ltd.,camlodintablet5-mg,,,
Amlodipine Besilate,Calvasc,5 mg,Tablet,UniMed UniHealth,calvasctablet5-mg,,,
Amlodipine Besilate,Calvasc,10 mg,Tablet,UniMed UniHealth,calvasctablet10-mg,,,
Amlodipine Besilate,Cardipin,5 mg,Tablet,Renata Limited,cardipintablet5-mg,,,
Amlodipine Besilate,Cardifort,5 mg,Tablet,Nuvista Pharma Ltd.,cardiforttablet5-mg,,,
Amlodipine Besilate,Cardosia,5 mg,Tablet,Pharmasia Limited,cardosiatablet5-mg,,,
Amlodipine Besilate,Cardolab,5 mg,Tablet,Labaid Pharma Ltd.,cardolabtablet5-mg,,,
Amlodipine Besilate,CCB,5 mg,Tablet,Orion Pharma Ltd.,ccbtablet5-mg,,,
Amlodipine Besilate,CVnor,5 mg,Tablet,Navana Pharmaceuticals Ltd.,cvnortablet5-mg,,,
Amlodipine Besilate,CVnor,10 mg,Tablet,Navana Pharmaceuticals Ltd.,cvnortablet10-mg,,,
Amlodipine Besilate,Diplor,5 mg,Tablet,Ibn Sina Pharmaceuticals Ltd.,diplortablet5-mg,,,
Amlodipine Besilate,Diplor,10 mg,Tablet,Ibn Sina Pharmaceuticals Ltd.,diplortablet10-mg,,,
Amlodipine Besilate,Dipine,5 mg,Tablet,Bristol Pharmaceuticals Ltd.,dipinetablet5-mg,,,
Amlodipine Besilate,Dipicard,10 mg,Tablet,Leon Pharmaceuticals Ltd.,dipicardtablet10-mg,,,
Amlodipine Besilate,Dipicard,5 mg,Tablet,Leon Pharmaceuticals Ltd.,dipicardtablet5-mg,,,
Amlodipine Besilate,Dopin,5 mg,Tablet,Medicon Pharmaceuticals Ltd.,dopintablet5-mg,,,
Amlodipine Besilate,Emlon,10 mg,Tablet,Biopharma Laboratories Ltd.,emlontablet10-mg,,,
Amlodipine Besilate,Emlon,5 mg,Tablet,Biopharma Laboratories Ltd.,emlontablet5-mg,,,
Amlodipine Besilate,G-Amlo,5 mg,Tablet,Gonoshasthaya Pharma Ltd.,g-amlotablet5-mg,,,
Amlodipine Besilate,G-Amlo,10 mg,Tablet,Gonoshasthaya Pharma Ltd.,g-amlotablet10-mg,,,
Amlodipine Besilate,Hipre,10 mg,Tablet,Pacific Pharmaceuticals Ltd.,hipretablet10-mg,,,
Amlodipine Besilate,Hipre,5 mg,Tablet,Pacific Pharmaceuticals Ltd.,hipretablet5-mg,,,
Amlodipine Besilate,Hypoten,5 mg,Tablet,Cosmic Pharma Ltd.,hypotentablet5-mg,,,
Amlodipine Besilate,Imped,5 mg,Tablet,Rephco Pharmaceuticals Ltd.,impedtablet5-mg,,,
Amlodipine Besilate,Ipin,5 mg,Tablet,Chemist Laboratories  Ltd.,ipintablet5-mg,,,
Amlodipine Besilate,Locard,5 mg,Tablet,Jayson Pharmaceuticals Ltd.,locardtablet5-mg,,,
Amlodipine Besilate,Lodipin,5 mg,Tablet,Aristopharma Ltd.,lodipintablet5-mg,,,
Amlodipine Besilate,Lodical,5 mg,Tablet,Somatec Pharmaceuticals Ltd.,lodicaltablet5-mg,,,
Amlodipine Besilate,Lopin,5 mg,Tablet,Edruc Limited,lopintablet5-mg,,,
Amlodipine Besilate,Lovask,5 mg,Tablet,Beacon Pharmaceuticals Ltd.,lovasktablet5-mg,,,
Amlodipine Besilate,Lovapres,5 mg,Tablet,NIPRO JMI Pharma Ltd.,lovaprestablet5-mg,,,
Amlodipine Besilate,M-Card,5 mg,Tablet,Zenith Pharmaceuticals Ltd.,m-cardtablet5-mg,,,
Amlodipine Besilate,Nelod,10 mg,Tablet,Kemiko Pharmaceuticals Ltd.,nelodtablet10-mg,,,
Amlodipine Besilate,Nelod,5 mg,Tablet,Kemiko Pharmaceuticals Ltd.,nelodtablet5-mg,,,
Amlodipine Besilate,Nopidin,5 mg,Tablet,Ad-din Pharmaceuticals Ltd.,nopidintablet5-mg,,,
Amlodipine Besilate,Pressle,5 mg,Tablet,Apex Pharmaceuticals Ltd.,pressletablet5-mg,,,
Amlodipine Besilate,Pristin,5 mg,Tablet,Novo Healthcare and Pharma Ltd.,pristintablet5-mg,,,
Amlodipine Besilate,SB-Amlod,5 mg,Tablet,Sunman-Birdem Pharma Ltd.,sb-amlodtablet5-mg,,,
Amlodipine Besilate,Sidopin,5 mg,Tablet,Eskayef Pharmaceuticals Ltd.,sidopintablet5-mg,,,
Amlodipine Besilate,Ticard,5 mg,Tablet,Doctor TIMS Pharmaceuticals Ltd.,ticardtablet5-mg,,,
Amlodipine Besilate,Vasopin,10 mg,Tablet,Silva Pharmaceuticals Ltd.,vasopintablet10-mg,,,
Amlodipine Besilate,Vasopin,5 mg,Tablet,Silva Pharmaceuticals Ltd.,vasopintablet5-mg,,,
Amlodipine Besilate,Veridipin,5 mg,Tablet,Veritas Pharmaceuticals Ltd.,veridipintablet5-mg,,,
Amlodipine Besilate,Veridipin,10 mg,Tablet,Veritas Pharmaceuticals Ltd.,veridipintablet10-mg,,,
Amlodipine Besilate,Vesocal,10 mg,Tablet,Rangs Pharmaceuticals Ltd.,vesocaltablet10-mg,,,
Amlodipine Besilate,Vesocal,5 mg,Tablet,Rangs Pharmaceuticals Ltd.,vesocaltablet5-mg,,,
Amlodipine Besilate,Virlon,5 mg,Tablet,Virgo Pharmaceuticals Ltd.,virlontablet5-mg,,,
Amlodipine Besilate,Xelcard,10 mg,Tablet,Healthcare Pharmaceuticals Ltd.,xelcardtablet10-mg,,,
Amlodipine Besilate,Xelcard,5 mg,Tablet,Healthcare Pharmaceuticals Ltd.,xelcardtablet5-mg,,,
Amlodipine Besilate + Atenolol,Aloten Forte,5 mg+50 mg,Tablet,Kemiko Pharmaceuticals Ltd.,aloten-fortetablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Aloten,5 mg+25 mg,Tablet,Kemiko Pharmaceuticals Ltd.,alotentablet5-mg25-mg,,,
Amlodipine Besilate + Atenolol,Amdocal Plus,5 mg+25 mg,Tablet,Beximco Pharmaceuticals Ltd.,amdocal-plustablet5-mg25-mg,,,
Amlodipine Besilate + Atenolol,Amdocal Plus,5 mg+50 mg,Tablet,Beximco Pharmaceuticals Ltd.,amdocal-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Amdin Plus,5 mg+50 mg,Tablet,Alco Pharma Ltd.,amdin-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Amicard Plus,5 mg+50 mg,Tablet,Aexim Pharmaceuticals Ltd.,amicard-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Amlosin Plus,5 mg+25 mg,Tablet,Doctor’s Chemical Works Ltd.,amlosin-plustablet5-mg25-mg,,,
Amlodipine Besilate + Atenolol,Amlocard Plus,5 mg+25 mg,Tablet,Drug International Ltd.,amlocard-plustablet5-mg25-mg,,,
Amlodipine Besilate + Atenolol,Amlocard Plus,5 mg+50 mg,Tablet,Drug International Ltd.,amlocard-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Amlobet,5 mg+50 mg,Tablet,Sun Pharmaceutical Ltd.,amlobettablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Amocal-AT,5 mg+50 mg,Tablet,Opsonin Pharma Ltd.,amocal-attablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Amlovas AT,5 mg+50 mg,Tablet,Popular Pharmaceuticals Ltd.,amlovas-attablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Amloten,5 mg+50 mg,Tablet,ACME Laboratories Ltd.,amlotentablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Amloten,5 mg+25 mg,Tablet,ACME Laboratories Ltd.,amlotentablet5-mg25-mg,,,
Amlodipine Besilate + Atenolol,Amtinol Plus,5 mg+50 mg,Tablet,Euro Pharma Ltd.,amtinol-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Ampress Plus,5 mg+50 mg,Tablet,Benham Pharmaceuticals Ltd.,ampress-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Ampre Plus,5 mg+25 mg,Tablet,Kumudini Pharma Ltd.,ampre-plustablet5-mg25-mg,,,
Amlodipine Besilate + Atenolol,Ampil Plus,5 mg+50 mg,Tablet,The White Horse Pharma,ampil-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Angical,5 mg+50 mg,Tablet,Apex Pharmaceuticals Ltd.,angicaltablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Atezen Plus,5 mg+50 mg,Tablet,Zenith Pharmaceuticals Ltd.,atezen-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Atepine,5 mg+50 mg,Tablet,Pharmadesh Laboratories Ltd.,atepinetablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Acudipin Plus,5 mg+50 mg,Tablet,Concord Pharmaceuticals Ltd.,acudipin-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,BC-Card,5 mg+50 mg,Tablet,Al-Madina Pharmaceuticals Ltd.,bc-cardtablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Betacal,5 mg+50 mg,Tablet,Orion Pharma Ltd.,betacaltablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Betanol-A,5 mg+50 mg,Tablet,Synovia pharma plc,betanol-atablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Bpnol Plus,5 mg+50 mg,Tablet,Delta Pharma Ltd.,bpnol-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Calbeta,5 mg+50 mg,Tablet,UniMed UniHealth,calbetatablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Calchek Plus,5 mg+50 mg,Tablet,General Pharmaceuticals Ltd.,calchek-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Calpin Plus,5 mg+50 mg,Tablet,Globe Pharmaceuticals Ltd.,calpin-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Calock Plus,5 mg+50 mg,Tablet,Medimet Pharmaceuticals Ltd.,calock-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Calock Plus,5 mg+50 mg,Tablet,Medimet Pharmaceuticals Ltd.,calock-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Camlodin Plus,5 mg+25 mg,Tablet,Square Pharmaceuticals Ltd.,camlodin-plustablet5-mg25-mg,,,
Amlodipine Besilate + Atenolol,Camlodin Plus,5 mg+50 mg,Tablet,Square Pharmaceuticals Ltd.,camlodin-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Cardipin Plus,5 mg+50 mg,Tablet,Renata Limited,cardipin-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Cardifort Plus,5 mg+25 mg,Tablet,Nuvista Pharma Ltd.,cardifort-plustablet5-mg25-mg,,,
Amlodipine Besilate + Atenolol,Cardifort Plus,5 mg+50 mg,Tablet,Nuvista Pharma Ltd.,cardifort-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Cardosia Plus,5 mg+50 mg,Tablet,Pharmasia Limited,cardosia-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Cardosia Plus,5 mg+25 mg,Tablet,Pharmadesh Laboratories Ltd.,cardosia-plustablet5-mg25-mg,,,
Amlodipine Besilate + Atenolol,Combicard,5 mg+50 mg,Tablet,Healthcare Pharmaceuticals Ltd.,combicardtablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,CVnor-A,5 mg+50 mg,Tablet,Navana Pharmaceuticals Ltd.,cvnor-atablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Diplor Plus,5 mg+50 mg,Tablet,Ibn Sina Pharmaceuticals Ltd.,diplor-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Diplor Plus,5 mg+25 mg,Tablet,Ibn Sina Pharmaceuticals Ltd.,diplor-plustablet5-mg25-mg,,,
Amlodipine Besilate + Atenolol,Dipicard Plus,5 mg+50 mg,Tablet,Leon Pharmaceuticals Ltd.,dipicard-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Emlon Plus,5 mg+50 mg,Tablet,Biopharma Laboratories Ltd.,emlon-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Fixocard,5 mg+25 mg,Tablet,Incepta Pharmaceuticals Ltd.,fixocardtablet5-mg25-mg,,,
Amlodipine Besilate + Atenolol,Fixocard,5 mg+50 mg,Tablet,Incepta Pharmaceuticals Ltd.,fixocardtablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Hipre Plus,5 mg+50 mg,Tablet,Pacific Pharmaceuticals Ltd.,hipre-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Imped Plus,5 mg+50 mg,Tablet,Rephco Pharmaceuticals Ltd.,imped-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Imped Plus,5 mg+25 mg,Tablet,Rephco Pharmaceuticals Ltd.,imped-plustablet5-mg25-mg,,,
Amlodipine Besilate + Atenolol,Ipin Plus,5 mg+50 mg,Tablet,Chemist Laboratories  Ltd.,ipin-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Locard Plus,5 mg+50 mg,Tablet,Jayson Pharmaceuticals Ltd.,locard-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Lodicard,5 mg+50 mg,Tablet,Aristopharma Ltd.,lodicardtablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Lodical Plus,5 mg+50 mg,Tablet,Somatec Pharmaceuticals Ltd.,lodical-plustablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Lopin Plus,5 mg+25 mg,Tablet,Edruc Limited,lopin-plustablet5-mg25-mg,,,
Amlodipine Besilate + Atenolol,Lovask-A,5 mg+25 mg,Tablet,Beacon Pharmaceuticals Ltd.,lovask-atablet5-mg25-mg,,,
Amlodipine Besilate + Atenolol,Pristin OL,5 mg+50 mg,Tablet,Novo Healthcare and Pharma Ltd.,pristin-oltablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,SCD,5 mg+50 mg,Tablet,Orbit Pharmaceuticals Ltd.,scdtablet5-mg50-mg,,,
Amlodipine Besilate + Atenolol,Sidoplus,5 mg+50 mg,Tablet,Eskayef Pharmaceuticals Ltd.,sidoplustablet5-mg50-mg,,,
